from	to
PSTPIP2	DOCK8
PSTPIP2	C19orf40
PSTPIP2	RPA2
PSTPIP2	UBE2L6
PCGF2	PLA2G4C
PCGF2	TOM1
PCGF2	LRRC32
PCGF2	SIGLEC7
PCGF2	SARS
PCGF2	NDEL1
PCGF2	PHF7
PCGF2	C19orf40
PCGF2	CIDECP
PCGF2	CASP9
ZNF821	SIRPG
ZNF821	DOLPP1
ZNF821	NOTCH1
ZNF821	LCAT
ZNF821	LGALS3
ZNF821	LSM8
ZNF821	IQUB
ZNF821	MLLT10
ZNF821	CLCN4
ZNF821	PIP5KL1
ZNF821	ARMC6
ZNF821	GDA
ASGR1	C9orf66
ASGR1	RAD51
ASGR1	PQBP1
PRPF3	NEK7
PRPF3	MN1
PRPF3	CENPJ
PRPF3	SPTY2D1
PRPF3	SLC35A4
PRPF3	CCL20
PRPF3	CNNM4
PRPF3	HLA-E
PRPF3	HERPUD2
PRPF3	POLR2A
PRPF3	NUP153
PRPF3	GSK3B
PRPF3	UBC
PRPF3	TFE3
PRPF3	KIAA1429
PRPF3	LATS2
PRPF3	ARL6IP4
PRPF3	TBC1D23
PRPF3	SLU7
PRPF3	ZNF184
PRPF3	PPM1B
PRPF3	C20orf96
PRPF3	RP2
PRPF3	FAM83G
PRPF3	BEGAIN
S100PBP	NEK7
S100PBP	GAPDH
S100PBP	AATF
S100PBP	CENPJ
S100PBP	ZNF408
S100PBP	SLC35A4
S100PBP	RWDD1
S100PBP	SFXN1
S100PBP	WBP2
S100PBP	GP1BA
S100PBP	CMTM4
S100PBP	RCE1
S100PBP	CHMP2A
S100PBP	GJD3
S100PBP	GTF2A1
S100PBP	TFG
S100PBP	ZSCAN22
S100PBP	BARD1
PSMD12	SIDT1
CEBPE	ZFPM1
CEBPE	RASGRP1
CEBPE	CIR1
CEBPE	MAPRE3
CEBPE	GMEB1
CEBPE	AHI1
CEBPE	TBC1D22B
CEBPE	PRDX5
CEBPE	DNHD1
CEBPE	USF1
CEBPE	PFKFB3
CEBPE	SP140L
CEBPE	STRN4
CEBPE	PRPF6
CEBPE	SOX13
CEBPE	AKAP2
CEBPE	SGMS1
CEBPE	RBMS1
CEBPE	STAG3
CEBPE	FYTTD1
CEBPE	CCDC50
CEBPE	CANT1
CEBPE	ZSCAN5A
CEBPE	AVIL
CEBPE	RHOQ
CEBPE	ISY1
CEBPE	CAPNS2
CEBPE	GLRX2
CEBPE	TBK1
CEBPE	TDRD9
CEBPE	RASA2
CEBPE	SULT1A3
CEBPE	ILDR1
CEBPE	LMF1
CEBPE	P4HB
CEBPE	RHOT2
CEBPE	PGS1
CEBPE	SLC8A1
CEBPE	PSENEN
CEBPE	NFKBIA
CEBPE	NBPF11
CEBPE	COPZ1
CEBPE	HYOU1
CEBPE	MDK
CEBPE	FXN
CEBPE	TMEM81
CEBPE	SLC9A8
CEBPE	SRGN
DONSON	ALPK3
DONSON	RAB33B
DONSON	C4orf32
DONSON	GATAD1
DONSON	SCNN1D
DONSON	FAM8A1
DONSON	STAM2
DONSON	LEPROTL1
ITPKA	ALPK3
ITPKA	DNAJA2
ITPKA	GATAD1
ITPKA	EXOC1
ITPKA	RPS6KB1
ITPKA	DUS4L
ITPKA	METTL4
ITPKA	HSPBAP1
DHPS	ARID4B
DHPS	CASC3
DHPS	TMF1
DHPS	RASA3
DHPS	MFAP3
DHPS	VPS26B
DHPS	LRRFIP2
DHPS	MST1
DHPS	DDX47
DHPS	ATP5SL
DHPS	SEC23A
DHPS	RBM18
DHPS	RCC1
DHPS	TMEM41A
DHPS	GCAT
DHPS	ICAM4
DHPS	ZNF717
DHPS	MEAF6
MAPK1	CAPN2
MAPK1	ZNF589
MAPK1	POLDIP2
MAPK1	RAB35
MAPK1	RCBTB1
MAPK1	WDR92
MAPK1	ASB8
MAPK1	ARFGAP2
MAPK1	FN3KRP
MAPK1	ZNF706
MAPK1	SNX30
MAPK1	SUCLA2
MAPK1	HSP90B1
MAPK1	ADSL
MAPK1	COMMD3
MAPK1	KBTBD7
MAPK1	AKAP1
MAPK1	CDK2AP2
MAPK1	PPP4R1
MAPK1	MEMO1
MAPK1	TMLHE
MAPK1	HYAL3
MAPK1	ZNF772
MAPK1	KLHDC4
MAPK1	ZNF626
MAPK1	RPL32
MAPK1	TFB2M
MAPK1	PARP3
MAPK1	TASP1
MAPK1	GXYLT1
MAPK1	UBE2L6
MAPK1	XKR3
STAMBPL1	LOC441081
STAMBPL1	MLEC
STAMBPL1	CECR7
STAMBPL1	RGS10
STAMBPL1	DGUOK
STAMBPL1	PSTK
STAMBPL1	BCAS4
STAMBPL1	BMPR1A
STAMBPL1	SLC38A9
STAMBPL1	LLGL1
STAMBPL1	PUM2
STAMBPL1	B3GNTL1
STAMBPL1	GTPBP8
STAMBPL1	OCLN
STAMBPL1	FANCG
STAMBPL1	PRKAR2B
STAMBPL1	FBXW8
STAMBPL1	NDUFC2
STAMBPL1	ZNF605
FAM102B	SNRNP48
FAM102B	DYNC1LI1
FAM102B	MRPL19
FAM102B	RPL34
FAM102B	ARHGEF11
FAM102B	MFSD10
FAM102B	PDS5B
KLHDC3	NCKAP1L
KLHDC3	RAB35
KLHDC3	MAN1C1
KLHDC3	PXN
KLHDC3	WDR6
KLHDC3	AP2M1
KLHDC3	PDCD6IP
KLHDC3	P2RY14
KLHDC3	TNK2
KLHDC3	HINT1
KLHDC3	CRYL1
KLHDC3	MPHOSPH9
KLHDC3	CLTC
KLHDC3	ZSCAN18
KLHDC3	HMGB1
KLHDC3	EEFSEC
KLHDC3	ARHGEF18
KLHDC3	QARS
KLHDC3	SIRT2
KLHDC3	TMEM14A
KLHDC3	DDX54
KLHDC3	MCM3
KLHDC3	TMEM30A
KLHDC3	SLC17A7
KLHDC3	C14orf80
KLHDC3	ADAM19
KLHDC3	ZNF704
KLHDC3	SLC7A8
KLHDC3	CST3
KLHDC3	SLC35F3
KLHDC3	FAM69A
KLHDC3	NFATC2
KLHDC3	SYNGR2
KLHDC3	KIAA0100
KLHDC3	RFXAP
KLHDC3	PACS2
KLHDC3	ICA1L
KLHDC3	MTFMT
KLHDC3	VARS
KLHDC3	AAAS
KLHDC3	NOC2L
TPST2	ZFYVE21
TPST2	NOL12
TPST2	ZNF792
TPST2	HCN3
TPST2	DOCK10
TPST2	TIGD5
TPST2	NIPA1
TPST2	HYLS1
TPST2	TTYH2
TPST2	SMARCAD1
TPST2	SNRPN
TPST2	YPEL1
TPST2	MMACHC
TPST2	MBOAT2
TPST2	KTN1
TPST2	UBL3
TPST2	TRIM68
TPST2	P2RY14
TPST2	SLC25A42
TPST2	TARBP1
TPST2	BCL9
TPST2	CDK10
TPST2	RNF125
TPST2	SUMO2
TPST2	FAM83H
TPST2	PIGU
TPST2	NUPL2
TPST2	FIZ1
TPST2	WDR75
TPST2	CHEK2
TPST2	ZNF512
TPST2	BUB3
TPST2	SNAPC4
TPST2	VDAC3
TPST2	ARL2
TPST2	GSPT2
TPST2	SLC25A17
TPST2	TGOLN2
TPST2	GTPBP3
TPST2	FXYD2
TPST2	MZF1
TPST2	AGGF1
TPST2	GNL2
TPST2	LRRC14
TPST2	HNRNPUL2
TPST2	FAM189B
TPST2	EIF3C
TPST2	CLIC3
TPST2	TROVE2
TPST2	METTL3
TPST2	ZNF212
TPST2	MYO1C
TPST2	ZNF512B
TPST2	PARP8
TPST2	POMT2
TPST2	RFK
TPST2	KBTBD11
TPST2	NHP2L1
TPST2	TBC1D13
TPST2	ANK1
TPST2	ZDHHC1
TPST2	ZNF705A
TPST2	KDM3B
TPST2	C5orf56
TPST2	CPSF4
TPST2	DDX51
TPST2	ACAD9
TPST2	ZNF835
TPST2	ABCA3
TPST2	TRMT12
TPST2	ZDHHC7
TPST2	ACTL6A
TPST2	RPL35
TPST2	PRSS3
CYP2R1	PQLC3
CYP2R1	PRKAB2
CYP2R1	ZNF649
CYP2R1	MRPL55
CYP2R1	ZBTB45
CYP2R1	SPRED1
CYP2R1	SSH3
CYP2R1	ESD
CYP2R1	OPA1
CYP2R1	TFB1M
CYP2R1	POLR1E
CYP2R1	ZNF502
CYP2R1	TUBG2
CYP2R1	PCBP4
CYP2R1	RPRD1A
SERBP1	LOC284023
SERBP1	GNAI3
SERBP1	RASSF1
SERBP1	TAL1
SERBP1	SNX4
SERBP1	RFC2
SERBP1	TREML2
SERBP1	C1orf35
SERBP1	MED28
SERBP1	MED20
SERBP1	PRAME
SERBP1	EHMT2
SERBP1	INTS2
PFN1	DPP7
PFN1	HCN3
PFN1	SMARCD2
PFN1	LYPLA2
PFN1	SH2B3
PFN1	ASPSCR1
PFN1	GHDC
PFN1	DDB1
PFN1	C12orf45
PFN1	PIM2
PFN1	PGP
PFN1	SPG7
PFN1	IPO4
PFN1	TNFRSF11A
PFN1	ASPH
PFN1	PCSK7
DUS1L	ARF5
DUS1L	SMARCD2
DUS1L	RBM42
DUS1L	FAM118B
DUS1L	TARBP2
DUS1L	ISOC2
DUS1L	ECHDC2
DUS1L	CD3EAP
DUS1L	MRPL20
DUS1L	DECR2
DUS1L	TARS2
DUS1L	ASPSCR1
DUS1L	SIPA1
DUS1L	SNURF
DUS1L	GTF2F1
DUS1L	MAN2C1
DUS1L	JMJD8
DUS1L	HIVEP3
DUS1L	PAOX
DUS1L	ZNF551
DUS1L	DYRK1B
DUS1L	TUBGCP2
DUS1L	DHDDS
DUS1L	ATPAF2
DUS1L	PGP
DUS1L	SPG7
DUS1L	CCT7
DUS1L	SORBS3
DUS1L	HPS1
DUS1L	IPO4
DUS1L	TIMM13
DUS1L	IFITM2
DUS1L	ASPH
DUS1L	TMEM26
TMEM160	SMARCD2
TMEM160	TARS2
TMEM160	HIVEP3
TMEM160	PAOX
TMEM160	GPR89A
TMEM160	MTMR11
TMEM160	HNRNPA3
TMEM160	UNC45A
TMEM160	PGP
TMEM160	AQP1
TMEM160	MPZ
GNAI2	CENPB
GNAI2	SMARCD2
GNAI2	ADAT3
GNAI2	MBD3
GNAI2	PPP2R1A
GNAI2	COX6B1
GNAI2	MTMR11
GNAI2	ESAM
GNAI2	HNRNPA3
GNAI2	ITPK1
GNAI2	SPAG1
GNAI2	PGP
GNAI2	PIAS3
GNAI2	Sep-07
GNAI2	C20orf96
GNAI2	NEIL1
GNAI2	RBMX
GNAI2	RECQL4
GNAI2	PDLIM2
GNAI2	PRMT7
GNAI2	TMC4
GNAI2	LRRC27
GNAI2	PTPN18
GNAI2	CTPS2
GNAI2	OXTR
GNAI2	CEP164
DPP7	PLOD1
DPP7	RAB1B
DPP7	CENPB
DPP7	MGMT
DPP7	LYPLA2
DPP7	SH2B3
DPP7	FN3KRP
DPP7	GHDC
DPP7	ACSL4
DPP7	DYRK4
DPP7	DMAP1
DPP7	MBD3
DPP7	PDLIM5
DPP7	ESAM
DPP7	MSN
DPP7	USP19
DPP7	NANP
DPP7	PIAS1
DPP7	C21orf2
DPP7	YIF1B
DPP7	PTPN18
DPP7	NADSYN1
HK3	APEX2
HK3	RAB1B
HK3	DNAJC10
HK3	CUEDC2
HK3	CEBPD
HK3	XRCC6
HK3	USP19
HK3	MIER2
ZDHHC12	RAB1B
ZDHHC12	IGHMBP2
ZDHHC12	DYRK4
ZDHHC12	USP19
ZDHHC12	MIER2
SLC5A3	SIK3
SLC5A3	SESN2
SLC5A3	RAF1
SLC5A3	BEX2
SLC5A3	SLC22A4
SLC5A3	EXTL3
SLC5A3	ARID3B
SLC5A3	CSRP2
SLC5A3	GRB10
SLC5A3	APLP2
SLC5A3	ZDHHC5
SLC5A3	CLEC12B
SLC5A3	MANBA
SLC5A3	ZNF410
SLC5A3	NFAM1
SLC5A3	PHLDB1
SLC5A3	CLU
SLC5A3	DCHS1
SLC5A3	DIXDC1
SLC5A3	UPP1
SLC5A3	PDE4DIP
SLC5A3	RNF149
SLC5A3	DENND5B
SLC5A3	PTK2B
SLC5A3	SAP30
SLC5A3	PRKCE
SLC5A3	CHST11
SLC5A3	AGA
SLC5A3	SRA1
SLC5A3	SPIRE1
SLC5A3	RAPGEF1
SLC5A3	DDX19B
ZFYVE21	NOL12
ZFYVE21	ZNF792
ZFYVE21	HCN3
ZFYVE21	DOCK10
ZFYVE21	TIGD5
ZFYVE21	EMILIN2
ZFYVE21	NIPA1
ZFYVE21	HYLS1
ZFYVE21	TTYH2
ZFYVE21	SMARCAD1
ZFYVE21	SNRPN
ZFYVE21	YPEL1
ZFYVE21	MMACHC
ZFYVE21	RAB35
ZFYVE21	MAN1C1
ZFYVE21	ARV1
ZFYVE21	PXN
ZFYVE21	AP2M1
ZFYVE21	KTN1
ZFYVE21	UBL3
ZFYVE21	TRIM68
ZFYVE21	DPP9
ZFYVE21	P2RY14
ZFYVE21	HDAC10
ZFYVE21	SLC25A42
ZFYVE21	TARBP1
ZFYVE21	BCL9
ZFYVE21	TTC7A
ZFYVE21	CDK10
ZFYVE21	RNF125
ZFYVE21	SUMO2
ZFYVE21	RNF5P1
ZFYVE21	FAM83H
ZFYVE21	LGALS1
ZFYVE21	PIGU
ZFYVE21	NUPL2
ZFYVE21	FIZ1
ZFYVE21	WDR75
ZFYVE21	PWP2
ZFYVE21	ZNF512
ZFYVE21	BUB3
ZFYVE21	SNAPC4
ZFYVE21	SURF6
ZFYVE21	GAS6
ZFYVE21	EEFSEC
ZFYVE21	PIPOX
ZFYVE21	VDAC3
ZFYVE21	ARL2
ZFYVE21	GSPT2
ZFYVE21	SLC25A17
ZFYVE21	TGOLN2
ZFYVE21	GTPBP3
ZFYVE21	FXYD2
ZFYVE21	MZF1
ZFYVE21	SGSH
ZFYVE21	AGGF1
ZFYVE21	GNL2
ZFYVE21	LRRC14
ZFYVE21	SCAP
ZFYVE21	AKAP1
ZFYVE21	HNRNPUL2
ZFYVE21	FAM189B
ZFYVE21	EIF3C
ZFYVE21	CLIC3
ZFYVE21	TROVE2
ZFYVE21	UCKL1
ZFYVE21	QARS
ZFYVE21	METTL3
ZFYVE21	ZNF212
ZFYVE21	MYO1C
ZFYVE21	ZNF512B
ZFYVE21	PARP8
ZFYVE21	POMT2
ZFYVE21	RFK
ZFYVE21	KBTBD11
ZFYVE21	NHP2L1
ZFYVE21	BAP1
ZFYVE21	TBC1D13
ZFYVE21	ANK1
ZFYVE21	FAM109A
ZFYVE21	ZDHHC1
ZFYVE21	ZNF705A
ZFYVE21	KDM3B
ZFYVE21	C5orf56
ZFYVE21	CPSF4
ZFYVE21	DDX51
ZFYVE21	CD1E
ZFYVE21	ACAD9
ZFYVE21	ZNF835
ZFYVE21	ABCA3
ZFYVE21	PIGZ
ZFYVE21	SORBS3
ZFYVE21	TRMT12
ZFYVE21	ZDHHC7
ZFYVE21	C14orf80
ZFYVE21	SLC7A8
ZFYVE21	PPM1L
ZFYVE21	GSDMA
ZFYVE21	FGD2
ZFYVE21	SMA5
ZFYVE21	RGS14
ZFYVE21	KIAA0100
ZFYVE21	MKL1
ZFYVE21	SLA
ZFYVE21	PACS2
ZFYVE21	ACAP3
ZFYVE21	ICA1L
ZFYVE21	VARS
ZFYVE21	PDDC1
ZFYVE21	MAZ
ZFYVE21	CTNNBIP1
ZFYVE21	PATZ1
ZFYVE21	PMS1
ZFYVE21	NOC2L
ZFYVE21	ADRBK1
ZFYVE21	ACTL6A
ZFYVE21	RPL35
ZFYVE21	PRSS3
ZFYVE21	LRSAM1
PROK2	STIL
PROK2	NUCB2
PROK2	TRMT5
PROK2	SAMM50
PROK2	PFDN5
PROK2	PDZD2
PROK2	DTX4
PROK2	KLHL7
PROK2	COPS4
LRTM2	SKA2
LRTM2	ENO3
LRTM2	C4orf27
LRTM2	MTDH
LRTM2	UNC13A
LRTM2	ABLIM2
LRTM2	PHF20
MAP7	KIAA0141
MAP7	SSTR2
MAP7	PDCD7
MAP7	GAL3ST4
MAP7	PDK2
MAP7	PARL
WBP5	RIPK3
WBP5	RBP7
WBP5	SYS1
WBP5	FAR2
WBP5	CHST2
WBP5	CYP3A5
WBP5	ATP2C1
WBP5	PDK1
WBP5	LRP1
WBP5	VAV3
WBP5	SPARC
WBP5	IQGAP3
WBP5	ITGA6
WBP5	KIAA2018
WBP5	TMEM158
WBP5	ALOX5
TP53I13	NOL6
TP53I13	SRPRB
TP53I13	CENPB
TP53I13	RCBTB1
TP53I13	PIK3R2
TP53I13	WDR92
TP53I13	FEZ2
TP53I13	ATXN7L2
TP53I13	SUCLA2
TP53I13	HSP90B1
TP53I13	ADSL
TP53I13	ZW10
TP53I13	MFSD11
TP53I13	HSD17B4
TP53I13	TMX3
TP53I13	PLCG2
TP53I13	GALT
TP53I13	DCAKD
TP53I13	PDCD6
TP53I13	GPR137B
TP53I13	SNRPE
TP53I13	ACTR1A
TP53I13	CDK2AP2
TP53I13	PDIA4
TP53I13	PLCH2
TP53I13	PCBD2
TP53I13	HYAL3
TP53I13	BCS1L
TP53I13	ZNF626
TP53I13	COL6A1
TP53I13	LARS2
TP53I13	IPO11
FAM73B	HABP4
FAM73B	ATXN7L3
FAM73B	LIG4
FAM73B	ATP5J
FAM73B	FRRS1
FAM73B	TRAF2
FAM73B	SIRT7
FAM73B	ZNF416
FAM73B	CDC42BPB
FAM73B	PIGG
FAM73B	PLEKHG2
FAM73B	FAM76A
SAMD4B	HABP4
SAMD4B	LIG4
SAMD4B	SERTAD1
SAMD4B	LRRC61
SAMD4B	SIRT7
SAMD4B	RNF7
SAMD4B	DERL1
SAMD4B	SLC38A10
SAMD4B	PRKAG1
SAMD4B	KCNAB2
SAMD4B	ZNF696
MFSD7	POLL
MFSD7	ZNF646
MFSD7	C5orf22
MFSD7	LBX2
MFSD7	OFD1
MFSD7	HIST2H4A
MFSD7	ZNF761
MFSD7	ZNF234
MFSD7	LRRTM2
MFSD7	PRKAG1
MFSD7	KCNAB2
MFSD7	ANKRD11
MFSD7	MED16
MFSD7	ENHO
MFSD7	HNRNPH2
MFSD7	OPLAH
MFSD7	EZH2
MFSD7	H6PD
MFSD7	MAPK7
MFSD7	MAD2L1BP
DCTPP1	PPFIBP1
DCTPP1	SERF2
DCTPP1	CHCHD1
DCTPP1	FAM63A
DCTPP1	NCCRP1
DCTPP1	ZNF136
DCTPP1	BCL11B
RNH1	TLN2
RNH1	DHX30
RNH1	TAL1
RNH1	SLC25A11
RNH1	MRPL21
RNH1	LIMS2
RNH1	KIAA1161
RNH1	TJP1
RNH1	PYCR2
RNH1	CACHD1
ZBTB10	PYCR2
DLGAP5	FHL1
DLGAP5	CENPM
DLGAP5	TUBB2A
DLGAP5	C20orf197
DLGAP5	DTL
DLGAP5	PTGDR
DLGAP5	MMP2
DLGAP5	CLSPN
DLGAP5	ZNF300
SHARPIN	SRRD
SHARPIN	IL18RAP
SHARPIN	CSF2RB
SHARPIN	MYO9B
SHARPIN	MRPL54
SHARPIN	BCL3
SHARPIN	TCHH
SHARPIN	RNASEH2A
SHARPIN	ACADS
SHARPIN	LYG1
SHARPIN	FGD1
SHARPIN	BCL9L
HEXIM2	EXOC5
HEXIM2	TNNI1
HEXIM2	LOC389641
HEXIM2	OFD1
HEXIM2	PTGDS
HEXIM2	ZFR
HEXIM2	SLC25A15
HEXIM2	ZNF721
HEXIM2	PDE8A
HEXIM2	RPS6KB1
HEXIM2	SNRK
HEXIM2	SYPL1
HEXIM2	ZNF766
HEXIM2	IFT57
HEXIM2	DUS4L
HEXIM2	FAM120A
HEXIM2	TAF1
ADAM10	MEGF9
ADAM10	PAPSS1
ADAM10	ARID3B
ADAM10	AKR1C3
ADAM10	TXLNB
ADAM10	TIPRL
ADAM10	CMAS
ADAM10	SLC36A4
ADAM10	F12
MAMDC4	PHF1
MAMDC4	C3orf38
MAMDC4	GAPDH
MAMDC4	Mar-01
MAMDC4	APBA3
MAMDC4	ZCCHC6
MAMDC4	GMCL1
MAMDC4	WDR25
MAMDC4	WNK2
MAMDC4	POFUT2
MAMDC4	OTUD5
MAMDC4	PRICKLE3
NCKAP1L	HCN3
NCKAP1L	YPEL1
NCKAP1L	MMACHC
NCKAP1L	WDR6
NCKAP1L	UBL3
NCKAP1L	PDCD6IP
NCKAP1L	P2RY14
NCKAP1L	TNK2
NCKAP1L	SLC25A42
NCKAP1L	BCL9
NCKAP1L	CDK10
NCKAP1L	RNF125
NCKAP1L	MPHOSPH9
NCKAP1L	ZSCAN18
NCKAP1L	WDR75
NCKAP1L	HMGB1
NCKAP1L	VDAC3
NCKAP1L	ARL2
NCKAP1L	TGOLN2
NCKAP1L	GNL2
NCKAP1L	HNRNPUL2
NCKAP1L	TROVE2
NCKAP1L	METTL3
NCKAP1L	MYO1C
NCKAP1L	NEFH
NCKAP1L	ANK1
NCKAP1L	ZNF705A
NCKAP1L	MTFR1
NCKAP1L	DDX51
NCKAP1L	MCM3
NCKAP1L	TMEM30A
NCKAP1L	ZNF449
NCKAP1L	LRP11
NCKAP1L	BDP1
NCKAP1L	ACTL6A
NCKAP1L	PRSS3
NOL12	ZNF792
NOL12	HCN3
NOL12	DOCK10
NOL12	TIGD5
NOL12	NIPA1
NOL12	HYLS1
NOL12	TTYH2
NOL12	SMARCAD1
NOL12	SNRPN
NOL12	YPEL1
NOL12	MMACHC
NOL12	KTN1
NOL12	UBL3
NOL12	TRIM68
NOL12	P2RY14
NOL12	SLC25A42
NOL12	C11orf84
NOL12	TARBP1
NOL12	BCL9
NOL12	CDK10
NOL12	RNF125
NOL12	SUMO2
NOL12	FAM83H
NOL12	PIGU
NOL12	NUPL2
NOL12	FIZ1
NOL12	WDR75
NOL12	ZNF512
NOL12	BUB3
NOL12	SNAPC4
NOL12	VDAC3
NOL12	ARL2
NOL12	GSPT2
NOL12	SLC25A17
NOL12	TGOLN2
NOL12	GTPBP3
NOL12	FXYD2
NOL12	MZF1
NOL12	AGGF1
NOL12	GNL2
NOL12	LRRC14
NOL12	HNRNPUL2
NOL12	FAM189B
NOL12	EIF3C
NOL12	CLIC3
NOL12	TROVE2
NOL12	METTL3
NOL12	ZNF212
NOL12	MYO1C
NOL12	ZNF512B
NOL12	PARP8
NOL12	POMT2
NOL12	RFK
NOL12	KBTBD11
NOL12	NHP2L1
NOL12	TBC1D13
NOL12	ANK1
NOL12	ZDHHC1
NOL12	ZNF705A
NOL12	KDM3B
NOL12	C5orf56
NOL12	CPSF4
NOL12	DDX51
NOL12	MCOLN2
NOL12	ACAD9
NOL12	ZNF835
NOL12	ABCA3
NOL12	TRMT12
NOL12	ZDHHC7
NOL12	TMEM141
NOL12	CCDC64
NOL12	SLC25A20
NOL12	POU2AF1
NOL12	CASKIN2
NOL12	RABGGTA
NOL12	SH3BGRL2
NOL12	SDK1
NOL12	ACTL6A
NOL12	RPL35
NOL12	PRSS3
NOL12	ZDHHC23
NOL12	DNAJC11
WRNIP1	GAPDH
WRNIP1	AATF
WRNIP1	ZNF408
WRNIP1	TMEM39A
WRNIP1	TMEM189-UBE2V1
WRNIP1	RWDD1
WRNIP1	LCMT2
WRNIP1	GUK1
WRNIP1	SFXN1
WRNIP1	ZNF473
WRNIP1	SLC9A7
WRNIP1	ZNF524
WRNIP1	LOC285074
WRNIP1	WBP2
WRNIP1	GP1BA
WRNIP1	CHERP
WRNIP1	CHMP2A
WRNIP1	GTF2A1
WRNIP1	ZXDB
WRNIP1	TFG
WRNIP1	BTN2A2
WRNIP1	GTPBP1
WRNIP1	EIF2B2
ARID4B	BBX
ARID4B	GNA13
ARID4B	WDFY1
ARID4B	GAPDH
ARID4B	SESTD1
ARID4B	UBQLN1
ARID4B	CASC3
ARID4B	ZNF408
ARID4B	RIOK3
ARID4B	ZNF649
ARID4B	TAF1D
ARID4B	RWDD1
ARID4B	RASA3
ARID4B	LIG1
ARID4B	SP4
ARID4B	MFAP3
ARID4B	SFXN1
ARID4B	C18orf25
ARID4B	RAB21
ARID4B	ZNF524
ARID4B	PRKAR1A
ARID4B	FRG1
ARID4B	WBP2
ARID4B	ZNF543
ARID4B	P4HA1
ARID4B	RAPGEF6
ARID4B	SMCHD1
ARID4B	CHMP2A
ARID4B	ZNF25
ARID4B	GTF2A1
ARID4B	KDM1B
ARID4B	DOT1L
ARID4B	ZFR
ARID4B	ATP5SL
ARID4B	ZNF791
ARID4B	CTDSPL2
ARID4B	FAM126B
ARID4B	SEC23A
ARID4B	RSL24D1
ARID4B	RBM18
ARID4B	FAM8A1
ARID4B	TMEM41A
ARID4B	GPBP1
ARID4B	PPM1B
ARID4B	AFTPH
ARID4B	ZNF385C
ARID4B	LCOR
ARID4B	L1CAM
ARID4B	ATP11B
ARID4B	THAP2
ARID4B	STK17B
ARID4B	ZNF808
ARID4B	FBXO48
ARID4B	CHD1
ARID4B	CHD2
ARID4B	RLF
ARID4B	GOSR1
ARID4B	BARD1
ARID4B	CLIP1
DAGLA	CLIP2
DAGLA	WDR24
DAGLA	BCAR3
DAGLA	A2M
DAGLA	SMARCC1
DAGLA	PRMT3
DAGLA	PGAM5
PRDX1	HADHA
PRDX1	DNAJB11
PRDX1	HDAC1
PRDX1	QDPR
PRDX1	MYO5A
PRDX1	CCNB1
PRDX1	STAG3L2
PRDX1	CYB561D2
PRDX1	DUSP3
PRDX1	FOXM1
PRDX1	IL13RA1
PRDX1	NPL
PRDX1	CMBL
PRDX1	NDUFV2
PRDX1	SDHC
PRDX1	PNPO
PRDX1	CHIC1
PRDX1	N6AMT2
PRDX1	XRCC5
PRDX1	INTS9
PRDX1	WDR46
PRDX1	PRDX3
PRDX1	SMUG1
PRDX1	C15orf57
PRDX1	DHDDS
PRDX1	CDC7
PRDX1	ZNF439
PRDX1	LAS1L
PRDX1	PDLIM1
PRDX1	PARK7
PRDX1	STRAP
PRDX1	AGAP3
PRDX1	IMMT
PRDX1	GPR34
PRDX1	SLC9A9
PRDX1	SYNE1
PRDX1	AMOTL1
PRDX1	FSTL1
PRDX1	TRIM58
PRDX1	AKR1A1
PRDX1	BDH2
PRDX1	ULK2
PRDX1	SCP2
PRDX1	TXNDC15
PRDX1	PIGW
PRDX1	RUVBL1
PRDX1	LMO7
PRDX1	RPP25
PRDX1	FZD5
PRDX1	CALM3
PRDX1	DUT
PRDX1	ATP5S
PRDX1	ATG4A
PRDX1	TYW3
PRDX1	SNHG3
PRDX1	NARS2
PRDX1	CES2
PRDX1	EIF2B1
TRIM26	CHCHD10
TRIM26	ZNF672
TRIM26	DCP1A
TRIM26	NDUFS7
TRIM26	SF3B2
TRIM26	ZNF562
TRIM26	ETHE1
TRIM26	CAPS
GPX4	ZSWIM4
GPX4	FAM89B
GPX4	CCNJ
GPX4	DNAJC16
GPX4	LYSMD1
GPX4	TNFRSF18
GPX4	EEF1D
GPX4	CIDECP
GPX4	SOCS7
GPX4	CHMP7
GPX4	THAP3
FXR2	ZSWIM4
FXR2	CASK
FXR2	DPY19L3
FXR2	POP7
FXR2	FAM89B
FXR2	RUSC2
FXR2	LYSMD1
FXR2	EEF1D
FXR2	CIDECP
FXR2	SEMA4D
FXR2	PPP4R2
FXR2	WIPF2
C1orf54	ARID3A
C1orf54	FLNB
C1orf54	SHMT2
C1orf54	MYPOP
C1orf54	ACTN1
C1orf54	DAG1
TPM4	SH3BP1
TPM4	PEX5L
TPM4	TSKS
TPM4	NUAK2
TPM4	FICD
TPM4	GSTZ1
TPM4	RPL8
TPM4	LENG8
TPM4	SMARCD3
TPM4	SUPT4H1
TPM4	ZNF846
TPM4	SENP8
TPM4	ERAL1
TPM4	ZNF598
ASPHD2	CCDC101
ASPHD2	KARS
ASPHD2	IP6K2
ASPHD2	CLCN7
ASPHD2	XPO6
ASPHD2	RTP4
ASPHD2	BANP
ASPHD2	DLAT
ASPHD2	TRAPPC4
C9orf91	CCNL1
C9orf91	NR4A2
C9orf91	ZFP36L2
C9orf91	RAF1
C9orf91	HAX1
C9orf91	SLC41A2
C9orf91	EGLN1
